book,author,recommended_by,podcast_number
The Graveyard Book,Neil Gaiman,Dr. Astro Teller and Danielle Teller,77
Oscar and Lucinda,Peter Carey,Dr. Astro Teller and Danielle Teller,77
The Hours,Michael Cunningham,Dr. Astro Teller and Danielle Teller,77
The Gormenghast Novels,Mervyn Peake,Dr. Astro Teller and Danielle Teller,77
Motherless Brooklyn,Jonathan Lethem,Dr. Astro Teller and Danielle Teller,77
The Fault in Our Stars,John Green,Dr. Astro Teller and Danielle Teller,77
Slow Burn: Burn Fat Faster By Exercising Slower,Stu Mittleman and Katherine Callan,Rick Rubin,76
Tao Te Ching,Tao Te Ching,Rick Rubin,76
"Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life",Jon Kabat-Zinn,Rick Rubin,76
The Martian,Andy Weir,Noah Kagan,75
Go the F**k to Sleep,Adam Mansbach,Noah Kagan,75
WHO,Geoff Smart and Randy Street,Noah Kagan,75
The 22 Immutable Laws of Marketing: Violate Them at Your Own Risk!,Al Ries and Jack Trout,Noah Kagan,75
Essentialism: The Disciplined Pursuit of Less,Greg McKeown,Noah Kagan,75
The Ultimate Sales Machine,Chet Holmes,Noah Kagan,75
Million Dollar Consulting,Alan Weiss,Noah Kagan,75
The Sales Acceleration Formula,Mark Roberge,Noah Kagan,75
"Smartcuts: How Hackers, Innovators, and Icons Accelerate Success",Shane Snow,Noah Kagan,75
SPIN Selling,Neil Rackham,Noah Kagan,75
Ogilvy on Advertising,David Ogilvy,Noah Kagan,75
Small Giants: Companies That Choose to Be Great Instead of Big,Bo Burlingham,Noah Kagan,75
"Surely You're Joking, Mr. Feynman!",Richard P. Feynman and Ralph Leighton,Noah Kagan,75
Starting Strength: Basic Barbell Training,Mark Rippetoe,Noah Kagan,75
Practical Programming for Strength Training,Mark Rippetoe and Andy Baker,Noah Kagan,75
The 4 Hour Body,Timothy Ferriss,Triple H,72
Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Anthony Bourdain,Jon Favreau,71
The Writers Journey: Mythic Structure for Writers,Christopher Vogler,Jon Favreau,71
It Would Be So Nice If You Weren't Here: My Journey Through Show Business,Charles Grodin,Jon Favreau,71
The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan and Ann Druyan,Glenn Beck,69
The Book of Virtues,William J. Bennett,Glenn Beck,69
Winners Never Cheat,Jon M. Huntsman,Glenn Beck,69
Garden Cities of Tomorrow,Sir Ebenezer George Howard,Glenn Beck,69
The Art of Asking: How I Learned to Stop Worrying and Let People Help,Amanda Palmer,Amanda Palmer,67
Dropping Ashes on the Buddha: The Teachings of Zen Master Seung Sahn,Zen Master Seung Sahn,Amanda Palmer,67
Only Don't Know: Selected Teaching Letters of Zen Master Seung Sahn,Zen Master Seung Sahn,Amanda Palmer,67
A Short History of Nearly Everything,Bill Bryson,Amanda Palmer,67
"The Psychedelic Explorer's Guide: Safe, Therapeutic, and Sacred Journeys",James Fadiman Ph.D.,,66
Pihkal: A Chemical Love Story,Alexander Shulgin and Ann Shulgin,,66
Tihkal: The Continuation,Alexander Shulgin and Ann Shulgin,,66
Getting Things Done: The Art of Stress-Free Productivity,David Allen,Peter Attia,65
Outliers: The Story of Success,Malcom Gladwell,Mark Hart and Raoul Pal,63
Exploring the World of Lucid Dreaming,Stephen LaBerge and Howard Rheingold,Mark Hart and Raoul Pal,63
Mastery,Robert Greene,Mark Hart and Raoul Pal,63
What I Learned Losing a Million Dollars,Jim Paul,Mark Hart and Raoul Pal,63
The Art of Learning,Josh Waitzkin,Mark Hart and Raoul Pal,63
This Is Your Brain on Music: The Science of a Human Obsession,Daniel J. Levitin,,62
Musicophilia: Tales of Music and the Brain,Oliver Sacks,,62
The Unbearable Lightness of Being,Milan Kundera,,62
History of the Peloponnesian War,Thucydides,Matt Mullenweg,61
The Year Without Pants: WordPress.com and the Future of Work,Scott Berkun,Matt Mullenweg,61
How Proust Can Change Your Life,Alain De Botton,Matt Mullenweg,61
The Effective Executive: The Definitive Guide to Getting the Right Things Done,Peter F. Drucker,Matt Mullenweg,61
"Words That Work: It's Not What You Say, It's What People Hear",Frank I. Luntz,Matt Mullenweg,61
"Women, Fire and Dangerous Things: What Categories Reveal About the Mind",George Lakoff,Matt Mullenweg,61
Hard-Boiled Wonderland and the End of the World,Haruki Murakami,Matt Mullenweg,61
The Magus,John Fowles,Matt Mullenweg,61
Shantaram,Gregory David Roberts,Matt Mullenweg,61
The Untethered Soul: The Journey Beyond Yourself,Michael A. Singer,Matt Mullenweg,61
The Halo Effect,Phil Rosenzweig,Matt Mullenweg,61
The Everything Store: Jeff Bezos and the Age of Amazon,Brad Stone,Matt Mullenweg,61
The Black Swan,Nassim Nicholas Taleb,Matt Mullenweg,61
Fooled by Randomness,Nassim Nicholas Taleb,Matt Mullenweg,61
The Bed of Procrustes: Philosophical and Practical Aphorisms,Nassim Nicholas Taleb,Matt Mullenweg,61
Antifragile: Things That Gain from Disorder,Nassim Nicholas Taleb,Matt Mullenweg,61
Bird by Bird: Some Instructions on Writing and Life,Anne Lamott,Matt Mullenweg,61
On Writing Well: The Classic Guide to Writing Nonfiction,William Zinsser,Matt Mullenweg,61
Ernest Hemingway on Writing,Larry W. Phillips,Matt Mullenweg,61
Innovation and Entrepreneurship,Peter F. Drucker,Matt Mullenweg,61
The Art of the Start,Guy Kawasaki,Matt Mullenweg,61
The Hard Thing About Hard Things,Ben Horowitz,Matt Mullenweg,61
"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel and Blake Masters,Matt Mullenweg,61
The Starfish and the Spider,Ori Brafman and Rod A. Beckstrom,Matt Mullenweg,61
The Churchill Factor: How One Man Made History,Boris Johnson,Arnold Schwarzenegger,60
Free to Choose: A Personal Statement,Milton Friedman,Arnold Schwarzenegger,60
California: A History,Kevin Starr,Arnold Schwarzenegger,60
Hiroshima,John Hersey,Alex Blumberg,58
On the Run: Fugitive Life in an American City,Alice Goffman,Alex Blumberg,58
Kettlebell Simple & Sinister,Pavel Tsatsouline,Pavel Tsatsouline,55
Antifragile: Things That Gain from Disorder (Incerto),Nassim Nicholas Taleb,Pavel Tsatsouline,55
Deadlift Dynamite: How to Master the King of All Strength Exercises,Pavel Tsatsouline and Andy Bolton,Pavel Tsatsouline,55
Easy Strength: How to Get a Lot Stronger Than Your Competition-And Dominate in Your Sport,Pavel Tsatsouline,Pavel Tsatsouline,55
Hard Style Abs: Hit Hard. Lift Heavy,Pavel Tsatsouline,Pavel Tsatsouline,55
The Naked Warrior,Pavel Tsatsouline,Pavel Tsatsouline,55
The Paradox of Choice: Why More Is Less,Barry Schwartz,Pavel Tsatsouline,55
Benjamin Franklin: An American Life,Walter Isaacson,Pavel Tsatsouline,55
National Geographic Field Guide to the Birds of North America,Jon L. Dunn and Jonathan Alderfer,Jessica Richman and Jonathan Eisen,54
The Complete Short Stories of Ernest Hemingway,Ernest Hemingway,Jessica Richman and Jonathan Eisen,54
The Old Man and The Sea,Ernest Hemingway,Jessica Richman and Jonathan Eisen,54
Shackleton - The Greatest Survival Story of All Time,Kenneth Branagh and John Grillo,Jessica Richman and Jonathan Eisen,54
Moonwalking with Einstein,Joshua Foer,Ed Cooke,52
Theory of Colours,Johann Wolfgang von Goethe,Ed Cooke,52
Spectacle,David Rockwell and Bruce Mau,Ed Cooke,52
Touching the Rock: An Experience of Blindness,John M. Hull,Ed Cooke,52
The Joyous Cosmology: Adventures in the Chemistry of Consciousness,Alan Watts,Ed Cooke,52
Mistakes Were Made (But Not by Me),Carol Tavris and Elliot Aronson,Dr. Peter Attia,50
"Surely You're Joking, Mr. Feynman!",Richard P. Feynman and Ralph Leighton and Edward Hutchings,Dr. Peter Attia,50
10% Happier,Dan Harris,Dr. Peter Attia,50
"Good Calories, Bad Calories",Gary Taubes,Dr. Peter Attia,50
Future Crimes,Marc Goodman,Marc Goodman,48
ONE POLICE PLAZA,William Caunitz,Marc Goodman,48
Excellent Sheep,William Deresiewicz,Bryan Callen,47
One Hundred Years of Solitude,Gabriel Garcia Marquez,Bryan Callen,47
Love in the Time of Cholera,Gabriel Garcia Marquez,Bryan Callen,47
Atlas Shrugged,Ayn Rand,Bryan Callen,47
The Fountainhead,Ayn Rand,Bryan Callen,47
The Art of Learning: An Inner Journey to Optimal Performance,Josh Waitzkin,Bryan Callen,47
The Symposium,Plato,Bryan Callen,47
Great Dialogues of Plato,Plato,Bryan Callen,47
Dying Every Day: Seneca at the Court of Nero,James Romm,Bryan Callen,47
"Bad Science: Quacks, Hacks, and Big Pharma Flacks",Ben Goldacre,Bryan Callen,47
Bad Pharma: How Drug Companies Mislead Doctors and Harm Patients,Ben Goldacre,Bryan Callen,47
"Fiasco: The American Military Adventure in Iraq, 2003 to 2005",Thomas E. Ricks,Bryan Callen,47
The Looming Tower: Al-Qaeda and the Road to 9/11,Lawrence Wright,Bryan Callen,47
"Going Clear: Scientology, Hollywood, and the Prison of Belief",Lawrence Wright,Bryan Callen,47
If This Is a Man and The Truce,Primo Levi,Bryan Callen,47
"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel and Blake Masters,,46
Refinery29: Style Stalking,Piera Gelardi and Christene Barberich,,46
The Art of Robert E. McGinnis,Robert E. McGinnis and Art Scott,,46
The Gibson Girl and Her America: The Best Drawings,Edmund Vincent Gillon,,46
Epicureans and Stoics,Axios Institute,,46
The Magic of Thinking Big,David J. Schwartz,,46
Influence: The Psychology of Persuasion,Robert B. Cialdini,,46
Don't Make Me Think,Steve Krug,Nick Ganju,45
How to Measure Anything: Finding the Value of Intangibles in Business,Douglas W. Hubbard,Nick Ganju,45
Secrets of Power Negotiating,Roger Dawson,Nick Ganju,45
Getting to Yes: Negotiating Agreement Without Giving In,"Roger Fisher, William L. Ury and Bruce Patton",Nick Ganju,45
Getting Past No: Negotiating in Difficult Situations,William Ury,Nick Ganju,45
Across the Universe: Original Keys for Singers (Vocal Piano),The Beatles,Nick Ganju,45
I Have Chosen to Stay and Fight,Margaret Cho,Margaret Cho,43
I'm the One That I Want,Margaret Cho,Margaret Cho,43
How to Be a Movie Star: Elizabeth Taylor in Hollywood,William J. Mann,Margaret Cho,43
Writing Tools: 55 Essential Strategies for Every Writer,Roy Peter Clark,Rolf Potts,42
To Show and to Tell: The Craft of Literary Nonfiction,Phillip Lopate,Rolf Potts,42
Screenplay: The Foundations of Screenwriting,Syd Field,Rolf Potts,42
"Story: Style, Structure, Substance, and the Principles of Screenwriting",Robert McKee,Rolf Potts,42
Save The Cat! The Last Book on Screenwriting You'll Ever Need,Blake Snyder,Rolf Potts,42
Marco Polo Didn't Go There,Rolf Potts,Rolf Potts,42
Leaves of Grass,Walt Whitman,Rolf Potts,42
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Rolf Potts,Rolf Potts,41
Walden,Henry David Thoreau,Rolf Potts,41
Bird by Bird: Some Instructions on Writing and Life,Anne Lamott,Rolf Potts,41
Adventures in the Screen Trade,William Goldman,Maria Popova,39
Wilderness Essays,John Muir,Maria Popova,39
The Essential Scratch and Sniff Guide to Becoming a Wine Expert,Richard Betts,Maria Popova,39
MONEY Master the Game: 7 Simple Steps to Financial Freedom,Tony Robbins,Tony Robbins,37
The Spirit of St. Louis,Charles A. Lindbergh and Reeve Lindbergh,Tony Robbins and Peter Diamandis,35
Atlas Shrugged,Ayn Rand,Tony Robbins and Peter Diamandis,35
The Man Who Sold the Moon and Orphans of the Sky,Robert Heinlein,Tony Robbins and Peter Diamandis,35
The Singularity Is Near: When Humans Transcend Biology,Ray Kurzweil,Tony Robbins and Peter Diamandis,35
As a Man Thinketh,James Allen,Tony Robbins and Peter Diamandis,35
Man's Search for Meaning,Viktor E. Frankl,Tony Robbins and Peter Diamandis,35
The Fourth Turning,William Strauss and Neil Howe,Tony Robbins and Peter Diamandis,35
"Generations: The History of America's Future, 1584 to 2069",William Strauss and Neil Howe,Tony Robbins and Peter Diamandis,35
Slow Sex: The Art and Craft of the Female Orgasm,Nicole Daedone,Tony Robbins and Peter Diamandis,35
Mindset: The New Psychology of Success,Carol S. Dweck,Tony Robbins and Peter Diamandis,35
Brain Rules,John Medina,Tony Robbins and Peter Diamandis,35
The Checklist Manifesto: How to Get Things Right,Atul Gawande,Ramit Sethi,33
Mindless Eating: Why We Eat More Than We Think Mass Market,Brian Wansink,Ramit Sethi,33
The Robert Collier Letter Book,Robert Collier,Ramit Sethi,33
Age of Propaganda: The Everyday Use and Abuse of Persuasion,Anthony Pratkanis and Elliot Aronson,Ramit Sethi,33
The Social Animal,Elliot Aronson,Ramit Sethi,33
"Never Eat Alone: And Other Secrets to Success, One Relationship at a Time",Keith Ferrazzi and Tahl Raz,Ramit Sethi,33
Iacocca: An Autobiography,Lee Iacocca and William Novak,Ramit Sethi,33
What They Don't Teach You at Harvard Business School: Notes from a Street-smart Executive,Mark H. McCormack,Ramit Sethi,33
The 22 Immutable Laws of Marketing: Violate Them at Your Own Risk!,Al Ries and Jack Trout,Tracy DiNunzio,30
The Monk and the Riddle,Randy Komisar,Tracy DiNunzio,30
Good to Great and the Social Sectors: A Monograph to Accompany Good to Great,Jim Collins,Tracy DiNunzio,30
The Everything Store: Jeff Bezos and the Age of Amazon,Brad Stone,Tracy DiNunzio,30
What I Learned Losing a Million Dollars,Jim Paul and  Brendan Moynihan and,,29
The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,,29
Antifragile: Things That Gain from Disorder,Nassim Nicholas Taleb,,29
Hedge Fund Market Wizards,Jack D. Schwager,,29
The American Challenge,The American Challenge,Peter Thiel,28
Things Hidden Since the Foundation of the World,Ren Girard,Peter ThielÊ,28
"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel,Peter ThielÊ,28
Cat's Cradle,Kurt Vonnegut,Kevin Kelly,25
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Rolf Potts,Kevin Kelly,25
Cool Tools: A Catalog of Possibilities,Kevin Kelly,Kevin Kelly,25
What Technology Wants,Kevin Kelly,Kevin Kelly,25
The Psychedelic Explorer's Guide,James Fadiman,Kevin Kelly,25
The Adventures of Johnny Bunko,Daniel H. Pink,Kevin Kelly,25
So Good They Can't Ignore You,Cal Newport,Kevin Kelly,25
Shantaram: A Novel,Gregory David Roberts,Kevin Kelly,25
Searching for Bobby Fischer: The Father of a Prodigy Observes the World of Chess,Fred Waitzkin,Kevin Kelly,25
True Films,Kevin Kelly,Kevin Kelly,25
The 4 Hour Body,Timothy Ferriss,,23
"Creativity, Inc.",Ed Catmull and Amy Wallace,Ed Catmull,22
The Hero's Journey,Joseph Campbell,Ed Catmull,22
The Hero with a Thousand Faces,Joseph Campbell,Ed Catmull,22
One Monster After Another,Mercer Mayer,Ed Catmull,22
The Tipping Point,Malcolm Gladwell,Mike Shinoda,21
Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,Mike Shinoda,21
Becoming a Category of One,Joe Calloway,Mike Shinoda,21
Learning Not to Drown,Anna Shinoda,Mike Shinoda,21
Dying Every Day: Seneca at the Court of Nero,James Romm,Dan Carlin,20
Antifragile: Things That Gain from Disorder,Nassim Nicholas Taleb,James Altucher,18
The Kite Runner,Khaled Hosseini,James Altucher,18
A Thousand Splendid Suns,Khaled Hosseini,James Altucher,18
"Brain Rules: 2 Principles for Surviving and Thriving at Work, Home, and School",John Medina,James Altucher,18
"The Power of No: Because One Little Word Can Bring Health, Abundance, and Happiness",James Altucher,James Altucher,18
Choose Yourself!,James Altucher,James Altucher,18
Dynamic Hedging: Managing Vanilla and Exotic Options,Nassim Nicholas Taleb,James Altucher,18
Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,Nassim Nicholas Taleb,James Altucher,18
"The Black Swan: Second Edition: The Impact of the Highly Improbable: With a new section: ""On Robustness and Fragility""",Nassim Nicholas Taleb,James Altucher,18
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt and Stephen J. Dubner,James Altucher,18
Outliers: The Story of Success,Malcolm Gladwell,James Altucher,18
"Losing My Virginity: How I Survived, Had Fun, and Made a Fortune Doing Business My Way",Richard Branson,James Altucher,18
Jesus' Son: Stories,Denis Johnson,James Altucher,18
Fight Club,Chuck Palahniuk,James Altucher,18
Atlas Shrugged,Ayn Rand,Joe De Sena,16
Ayn Rand,James Clavell,Joe De Sena,16
The One Minute Manager,"Kenneth H. Blanchard, Spencer Johnson",Joe De Sena,16
Spartan Up,Joe De Sena,Joe De Sena,16
On the Shortness of Life,Seneca,Neil Strauss,15
The Game,Neil Strauss,Neil Strauss,15
Emergency: This Book Will Save Your Life,Neil Strauss,Neil Strauss,15
The Dirt: Confessions of the World's Most Notorious Rock Band,"Tommy Lee, Vince Neil, Mick Mars, Nikki Sixx and Neil Strauss",Neil Strauss,15
Everyone Loves You When You're Dead: Journeys into Fame and Madness,Neil Strauss,Neil Strauss,15
The Art of Nonfiction: A Guide for Writers and Readers,"Ayn Rand, Robert Mayhew and Peter Schwartz",Neil Strauss,15
One Hundred Years of Solitude,Gabriel Garcia Marquez and Gregory Rabassa,Neil Strauss,15
The Painted Bird,Jerzy Kosinski,Neil Strauss,15
Life Is Elsewhere,Milan Kundera and Aaron Asher,Neil Strauss,15
Waking Up: A Guide to Spirituality Without Religion,Sam Harris,Sam Harris,14
The End of Faith,Sam Harris,Sam Harris,14
Lying,Sam Harris,Sam Harris,14
Mindfulness in Plain English,Bhante Henepola Gunaratana,Sam Harris,14
The Experience of Insight,Joseph Goldstein,Sam Harris,14
"Wherever You Go, There You Are",Jon Kabat-Zinn,Sam Harris,14
Nutrition and Physical Degeneration,Weston A. Price,Dr. Rhonda Patrick,12
Wild Fermentation,Sandor Ellix Katz and Sally Fallon,Dr. Rhonda Patrick,12
